题号,本题所用时长,本题所用token数,累计时长,累计使用token数
711,243.3424,10629,98965.2778,6191744
712,220.5948,9174,99185.8727,6200918
713,206.9227,10843,99392.7955,6211761
714,119.41,4732,99512.2056,6216493
715,206.6573,9484,99718.863,6225977
716,178.2832,10232,99897.1463,6236209
717,187.4579,10304,100084.6044,6246513
718,325.4049,16610,100410.0094,6263123
719,213.4134,10268,100623.4229,6273391
720,210.227,9235,100833.65,6282626
721,94.9516,5697,100928.6017,6288323
722,143.0391,6051,101071.6411,6294374
723,119.9858,5882,101191.627,6300256
724,200.9604,9478,101392.5875,6309734
725,124.4965,5216,101517.0842,6314950
726,107.9481,5381,101625.0324,6320331
727,288.2731,15443,101913.3055,6335774
728,114.6477,5553,102027.9533,6341327
729,125.4579,5458,102153.4114,6346785
730,115.3171,6253,102268.7285,6353038
731,120.3377,6188,102389.0663,6359226
732,202.7551,10667,102591.8215,6369893
733,219.5313,11324,102811.3529,6381217
734,206.2222,9771,103017.5753,6390988
735,209.3053,10093,103226.881,6401081
736,184.0221,10121,103410.9032,6411202
737,206.0304,11237,103616.9337,6422439
738,222.9484,10415,103839.8822,6432854
739,97.7463,5769,103937.6286,6438623
740,198.8216,9733,104136.4503,6448356
741,297.3423,15756,104433.7927,6464112
742,222.8897,10339,104656.6826,6474451
743,208.0522,11958,104864.7349,6486409
744,92.2573,5480,104956.9923,6491889
745,118.6406,5997,105075.633,6497886
746,202.7672,11718,105278.4003,6509604
747,222.9806,10751,105501.3811,6520355
748,200.7295,9687,105702.1108,6530042
749,90.5787,5577,105792.6896,6535619
750,95.8349,5429,105888.5246,6541048
751,121.1282,4986,106009.6529,6546034
752,94.5983,5696,106104.2513,6551730
753,215.0402,12608,106319.2917,6564338
754,173.961,10310,106493.2528,6574648
755,216.2399,10243,106709.4927,6584891
756,122.2843,5103,106831.7771,6589994
757,203.0675,11886,107034.8447,6601880
758,199.8161,9150,107234.6609,6611030
759,271.1045,14029,107505.7655,6625059
760,203.0407,10032,107708.8062,6635091
761,182.0533,10894,107890.8596,6645985
762,109.6709,5028,108000.5307,6651013
763,123.7414,5438,108124.2722,6656451
764,205.6935,10269,108329.9658,6666720
765,214.8276,10119,108544.7935,6676839
766,175.0134,9871,108719.8071,6686710
767,174.2994,10005,108894.1069,6696715
768,278.849,13879,109172.9561,6710594
769,210.3972,10701,109383.3534,6721295
770,91.4368,4652,109474.7903,6725947
771,202.0825,9350,109676.8729,6735297
772,207.8399,10765,109884.7128,6746062
773,201.1044,10098,110085.8173,6756160
774,202.1612,11409,110287.9786,6767569
775,112.95,6262,110400.9287,6773831
776,117.9187,5406,110518.8475,6779237
777,213.4462,10503,110732.2938,6789740
778,274.002,16469,111006.2958,6806209
779,129.6047,5464,111135.9006,6811673
780,208.9737,12012,111344.8745,6823685
781,204.4604,10071,111549.3349,6833756
782,215.3793,10152,111764.7143,6843908
783,115.836,5075,111880.5504,6848983
784,122.0923,6408,112002.6428,6855391
785,225.3178,10020,112227.9608,6865411
786,214.7382,9860,112442.6991,6875271
787,218.781,10046,112661.4801,6885317
788,176.21,8873,112837.6904,6894190
789,195.4528,10466,113033.1433,6904656
790,180.3561,10998,113213.4995,6915654
791,116.2103,5772,113329.7098,6921426
792,205.3244,11036,113535.0343,6932462
793,282.8479,14203,113817.8824,6946665
794,302.9301,15143,114120.8126,6961808
795,212.8675,11737,114333.6802,6973545
796,120.0855,6281,114453.7658,6979826
797,101.7595,5385,114555.5254,6985211
798,284.6939,16223,114840.2194,7001434
799,189.4448,9311,115029.6643,7010745
800,132.9795,4933,115162.6439,7015678
801,141.6896,5301,115304.3336,7020979
802,724.3066,76727,116028.6403,7097706
803,147.7038,10479,116176.3443,7108185
804,165.2034,11202,116341.5478,7119387
805,96.2565,6155,116437.8044,7125542
806,172.0415,10383,116609.8461,7135925
807,144.497,10049,116754.3432,7145974
808,163.4536,10153,116917.7969,7156127
809,96.3209,6263,117014.1179,7162390
810,230.532,14623,117244.65,7177013
811,142.452,10738,117387.1021,7187751
812,237.0563,15587,117624.1585,7203338
813,78.2354,5437,117702.394,7208775
814,188.198,11794,117890.592,7220569
815,159.2764,11225,118049.8685,7231794
816,170.2061,11169,118220.0748,7242963
817,144.9746,9380,118365.0495,7252343
818,96.0541,5449,118461.1037,7257792
819,84.6201,5765,118545.7239,7263557
820,99.0504,6248,118644.7744,7269805
821,75.0219,4988,118719.7964,7274793
822,143.585,10876,118863.3815,7285669
823,75.1701,4617,118938.5517,7290286
824,169.3591,10340,119107.9109,7300626
825,161.6244,9103,119269.5354,7309729
826,234.8892,17535,119504.4247,7327264
827,163.9312,9728,119668.356,7336992
828,90.9487,5595,119759.3048,7342587
829,171.5475,12007,119930.8524,7354594
830,93.1217,5264,120023.9743,7359858
831,162.8411,9695,120186.8165,7369553
832,174.5597,10882,120361.3763,7380435
833,162.3932,9461,120523.7696,7389896
834,82.183,5817,120605.9527,7395713
835,153.0454,10996,120758.9982,7406709
836,172.4565,11350,120931.4548,7418059
837,98.285,5960,121029.7399,7424019
838,94.52,6065,121124.2601,7430084
839,164.491,10733,121288.7511,7440817
840,161.9669,9496,121450.7181,7450313
841,92.4923,5429,121543.2104,7455742
842,168.4631,10440,121711.6737,7466182
843,95.6572,5806,121807.3309,7471988
844,94.4929,5717,121901.8239,7477705
845,93.9113,5389,121995.7353,7483094
846,230.6015,15711,122226.3368,7498805
847,148.8216,10658,122375.1586,7509463
848,77.9437,6706,122453.1024,7516169
849,75.4832,5150,122528.5857,7521319
850,73.7938,4722,122602.3796,7526041
851,92.5955,5315,122694.9752,7531356
852,97.6314,6049,122792.6067,7537405
853,91.5573,5043,122884.1641,7542448
854,148.1237,10337,123032.288,7552785
855,93.3124,5030,123125.6005,7557815
856,77.1625,5848,123202.7631,7563663
857,96.0475,5243,123298.8107,7568906
858,93.8689,5115,123392.6797,7574021
859,162.5701,9396,123555.2498,7583417
860,77.6391,5907,123632.889,7589324
861,167.2937,9813,123800.1828,7599137
862,96.047,5557,123896.23,7604694
863,164.7284,8748,124060.9585,7613442
864,109.4081,6707,124170.3667,7620149
865,97.9357,5491,124268.3026,7625640
866,82.2119,5305,124350.5146,7630945
867,174.13,9918,124524.6447,7640863
868,74.0253,4734,124598.6701,7645597
869,173.4094,10278,124772.0796,7655875
870,148.6581,9884,124920.7378,7665759
871,99.6365,7659,125020.3744,7673418
872,95.1128,5610,125115.4873,7679028
873,147.7367,12458,125263.2241,7691486
874,213.7523,15541,125476.9765,7707027
875,159.0683,10368,125636.0449,7717395
876,92.2299,5190,125728.2749,7722585
877,93.2877,6059,125821.5627,7728644
878,67.0491,4348,125888.6119,7732992
879,144.3379,10954,126032.95,7743946
880,164.3817,10472,126197.3318,7754418
881,144.1729,9631,126341.5048,7764049
882,148.6065,10515,126490.1114,7774564
883,166.1094,10820,126656.2208,7785384
884,96.3787,5529,126752.5996,7790913
885,232.7039,14314,126985.3036,7805227
886,94.9036,4688,127080.2073,7809915
887,78.7174,5362,127158.9248,7815277
888,76.3999,4389,127235.3249,7819666
889,151.1636,11714,127386.4886,7831380
890,101.2626,5969,127487.7512,7837349
891,162.214,9809,127649.9653,7847158
892,77.3155,5054,127727.281,7852212
893,162.5371,10016,127889.8181,7862228
894,166.536,11656,128056.3543,7873884
895,162.1646,9854,128218.519,7883738
896,163.1236,10754,128381.6428,7894492
897,96.084,5531,128477.7269,7900023
898,74.3078,4815,128552.0348,7904838
899,163.8265,11214,128715.8614,7916052
900,97.4837,6747,128813.3452,7922799
901,172.3986,9976,128985.7439,7932775
902,171.8787,9695,129157.6227,7942470
903,100.7019,5104,129258.3246,7947574
904,78.9793,5641,129337.304,7953215
905,75.7716,5841,129413.0756,7959056
906,76.9468,5445,129490.0225,7964501
907,227.9759,13333,129717.9985,7977834
908,95.4349,5693,129813.4335,7983527
909,165.0264,9858,129978.46,7993385
910,165.3569,12949,130143.8169,8006334
911,181.2884,13162,130325.1055,8019496
912,227.718,15881,130552.8237,8035377
913,76.7083,5981,130629.5321,8041358
914,143.6024,9324,130773.1346,8050682
915,139.1489,9574,130912.2836,8060256
916,152.2911,9546,131064.5748,8069802
917,75.0299,6124,131139.6048,8075926
918,143.9481,9796,131283.553,8085722
919,162.8923,9947,131446.4454,8095669
920,143.8772,11320,131590.3227,8106989
921,84.2184,6266,131674.5415,8113255
922,135.564,12065,131810.1056,8125320
923,145.2417,10395,131955.3473,8135715
924,151.989,8855,132107.3364,8144570
925,103.2362,5843,132210.5728,8150413
926,105.915,6623,132316.4884,8157036
927,89.7361,6759,132406.2263,8163795
928,191.8642,10016,132598.0905,8173811
929,99.866,4934,132697.9567,8178745
930,100.5655,5581,132798.5222,8184326
931,178.07,12104,132976.5924,8196430
932,96.9974,6342,133073.5904,8202772
933,232.2415,16212,133305.832,8218984
934,102.2105,6105,133408.0427,8225089
935,75.4323,5151,133483.4751,8230240
936,95.3594,5686,133578.8346,8235926
937,152.5931,11328,133731.4283,8247254
938,158.6121,9526,133890.0406,8256780
939,143.7741,10657,134033.8147,8267437
940,97.6729,5769,134131.4877,8273206
941,235.8072,13168,134367.2951,8286374
942,96.1808,5337,134463.476,8291711
943,176.8542,11572,134640.3303,8303283
944,77.701,4992,134718.0314,8308275
945,164.3462,10244,134882.3781,8318519
946,230.6969,13824,135113.075,8332343
947,168.41,10636,135281.4851,8342979
948,80.2834,5557,135361.7686,8348536
949,96.584,6316,135458.3527,8354852
950,98.6485,5843,135557.0017,8360695
951,243.8574,17441,135800.8591,8378136
952,97.93,5647,135898.7896,8383783
953,99.7528,4757,135998.5425,8388540
954,107.692,6031,136106.2347,8394571
955,181.3006,10273,136287.5354,8404844
956,86.7736,5538,136374.3091,8410382
957,176.9546,10065,136551.2643,8420447
958,191.0017,10872,136742.2663,8431319
959,254.0364,15245,136996.3028,8446564
960,172.2377,9575,137168.5406,8456139
961,77.5845,4681,137246.1252,8460820
962,174.7974,9858,137420.9233,8470678
963,99.6679,5890,137520.5913,8476568
964,102.996,5945,137623.5873,8482513
965,99.0179,5238,137722.6053,8487751
966,175.9766,10072,137898.582,8497823
967,102.1586,6031,138000.7407,8503854
968,175.3816,9275,138176.1224,8513129
969,158.2877,10987,138334.4103,8524116
970,103.9573,6455,138438.3683,8530571
971,172.4581,9616,138610.8265,8540187
972,230.3528,14145,138841.1793,8554332
973,151.4439,9895,138992.6233,8564227
974,101.0886,5204,139093.7121,8569431
975,159.1352,12195,139252.8473,8581626
976,98.5813,5164,139351.4291,8586790
977,226.8584,13745,139578.2876,8600535
978,175.0201,9545,139753.3078,8610080
979,159.7186,12359,139913.0265,8622439
980,182.6637,11363,140095.6903,8633802
981,173.469,11027,140269.1594,8644829
982,174.0753,11412,140443.2348,8656241
983,141.9586,9066,140585.1941,8665307
984,251.561,14208,140836.7552,8679515
985,177.3867,10915,141014.142,8690430
986,238.2791,13261,141252.4212,8703691
987,241.1983,15300,141493.6196,8718991
988,176.661,9962,141670.2808,8728953
989,171.7942,10408,141842.0751,8739361
990,185.6273,12412,142027.7025,8751773
991,171.9444,10196,142199.647,8761969
992,84.2181,7122,142283.8652,8769091
993,152.1476,9932,142436.0129,8779023
994,100.031,5962,142536.044,8784985
995,107.6398,5983,142643.6839,8790968
996,157.2165,9627,142800.9005,8800595
997,77.3226,4792,142878.2232,8805387
998,165.5172,10713,143043.7406,8816100
999,169.0859,9166,143212.8266,8825266
1000,100.1001,5782,143312.9268,8831048
